Poli/USP,2
CEFET-MG,3
FFCLRP/USP,8
UFRGS,6
PUC-RS,1
Poli/USP; EACH/USP,1
 Data,1
IME/USP; Poli/USP,1
UFMG,3
ICMC/USP,5
UFSCAR,1
UTFPR,1
UTFPR; UNICENTRO,1
UFPR,4
UNICAMP,2
ICMC/USP; UNIFESP; UFSCAR; PUC-RS,1
UFF,1
UFPE,2
IME/USP,4
UNIFESP; PUC-RS,1
PUC-RJ,1
IME/USP; EACH/USP,1
